#Event  L(segment)  X(mm)  Z(mm)  T(us) 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2068 6 0.095000 0.735000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2069 6 0.100000 0.735000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2070 6 0.105000 0.735000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2071 6 0.110000 0.735000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2072 6 0.115000 0.735000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2073 6 0.120000 0.735000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2074 6 0.125000 0.735000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2075 6 0.130000 0.735000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2076 6 0.075000 0.730000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2077 6 0.080000 0.730000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2078 6 0.085000 0.730000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2079 6 0.090000 0.730000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2080 6 0.095000 0.730000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2081 6 0.100000 0.730000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2082 6 0.105000 0.730000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2083 6 0.110000 0.730000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2084 6 0.115000 0.730000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2085 6 0.120000 0.730000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2086 6 0.125000 0.730000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2087 6 0.130000 0.730000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2088 6 0.075000 0.725000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2089 6 0.080000 0.725000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2090 6 0.085000 0.725000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2091 6 0.090000 0.725000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2092 6 0.095000 0.725000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2093 6 0.100000 0.725000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2094 6 0.105000 0.725000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2095 6 0.110000 0.725000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2096 6 0.115000 0.725000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2097 6 0.120000 0.725000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2098 6 0.125000 0.725000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2099 6 0.130000 0.725000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2100 6 0.075000 0.720000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2101 6 0.080000 0.720000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2102 6 0.085000 0.720000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2103 6 0.090000 0.720000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2104 6 0.095000 0.720000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2105 6 0.100000 0.720000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2106 6 0.105000 0.720000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2107 6 0.110000 0.720000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2108 6 0.115000 0.720000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2109 6 0.120000 0.720000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2110 6 0.125000 0.720000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2111 6 0.130000 0.720000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2112 6 0.075000 0.715000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2113 6 0.080000 0.715000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2114 6 0.085000 0.715000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2115 6 0.090000 0.715000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2116 6 0.095000 0.715000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2117 6 0.100000 0.715000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2118 6 0.105000 0.715000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2119 6 0.110000 0.715000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2120 6 0.115000 0.715000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2121 6 0.120000 0.715000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2122 6 0.125000 0.715000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2123 6 0.130000 0.715000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2124 6 0.075000 0.710000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2125 6 0.080000 0.710000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2126 6 0.085000 0.710000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2127 6 0.090000 0.710000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2128 6 0.095000 0.710000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2129 6 0.100000 0.710000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2130 6 0.105000 0.710000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2131 6 0.110000 0.710000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2132 6 0.115000 0.710000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2133 6 0.120000 0.710000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2134 6 0.125000 0.710000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2135 6 0.130000 0.710000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2136 6 0.075000 0.705000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2137 6 0.080000 0.705000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2138 6 0.085000 0.705000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2139 6 0.090000 0.705000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2140 6 0.095000 0.705000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2141 6 0.100000 0.705000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2142 6 0.105000 0.705000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2143 6 0.110000 0.705000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2144 6 0.115000 0.705000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2145 6 0.120000 0.705000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2146 6 0.125000 0.705000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2147 6 0.130000 0.705000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2148 6 0.075000 0.700000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2149 6 0.080000 0.700000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2150 6 0.085000 0.700000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2151 6 0.090000 0.700000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2152 6 0.095000 0.700000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2153 6 0.100000 0.700000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2154 6 0.105000 0.700000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2155 6 0.110000 0.700000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2156 6 0.115000 0.700000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2157 6 0.120000 0.700000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2158 6 0.125000 0.700000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2159 6 0.130000 0.700000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2160 6 0.075000 0.695000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2161 6 0.080000 0.695000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2162 6 0.085000 0.695000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2163 6 0.090000 0.695000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2164 6 0.095000 0.695000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2165 6 0.100000 0.695000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2166 6 0.105000 0.695000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2167 6 0.110000 0.695000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2168 6 0.115000 0.695000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2169 6 0.120000 0.695000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2170 6 0.125000 0.695000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2171 6 0.130000 0.695000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2172 6 0.075000 0.690000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2173 6 0.080000 0.690000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2174 6 0.085000 0.690000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2175 6 0.090000 0.690000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2176 6 0.095000 0.690000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2177 6 0.100000 0.690000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2178 6 0.105000 0.690000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2179 6 0.110000 0.690000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2180 6 0.115000 0.690000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2181 6 0.120000 0.690000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2182 6 0.125000 0.690000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2183 6 0.130000 0.690000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2184 6 0.075000 0.685000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2185 6 0.080000 0.685000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2186 6 0.085000 0.685000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2187 6 0.090000 0.685000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2188 6 0.095000 0.685000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2189 6 0.100000 0.685000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2190 6 0.105000 0.685000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2191 6 0.110000 0.685000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2192 6 0.115000 0.685000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2193 6 0.120000 0.685000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2194 6 0.125000 0.685000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2195 6 0.130000 0.685000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2196 6 0.075000 0.680000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2197 6 0.080000 0.680000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2198 6 0.085000 0.680000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2199 6 0.090000 0.680000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2200 6 0.095000 0.680000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2201 6 0.100000 0.680000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2202 6 0.105000 0.680000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2203 6 0.110000 0.680000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2204 6 0.115000 0.680000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2205 6 0.120000 0.680000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2206 6 0.125000 0.680000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2207 6 0.130000 0.680000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2208 6 0.075000 0.675000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2209 6 0.080000 0.675000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2210 6 0.085000 0.675000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2211 6 0.090000 0.675000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2212 6 0.095000 0.675000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2213 6 0.100000 0.675000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2214 6 0.105000 0.675000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2215 6 0.110000 0.675000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2216 6 0.115000 0.675000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2217 6 0.120000 0.675000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2218 6 0.125000 0.675000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2219 6 0.130000 0.675000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2220 6 0.075000 0.670000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2221 6 0.080000 0.670000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2222 6 0.085000 0.670000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2223 6 0.090000 0.670000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2224 6 0.095000 0.670000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2225 6 0.100000 0.670000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2226 6 0.105000 0.670000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2227 6 0.110000 0.670000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2228 6 0.115000 0.670000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2229 6 0.120000 0.670000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2230 6 0.125000 0.670000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2231 6 0.130000 0.670000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2232 6 0.075000 0.665000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2233 6 0.080000 0.665000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2234 6 0.085000 0.665000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2235 6 0.090000 0.665000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2236 6 0.095000 0.665000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2237 6 0.100000 0.665000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2238 6 0.105000 0.665000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2239 6 0.110000 0.665000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2240 6 0.115000 0.665000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2241 6 0.120000 0.665000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2242 6 0.125000 0.665000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2243 6 0.130000 0.665000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2244 6 0.075000 0.660000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2245 6 0.080000 0.660000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2246 6 0.085000 0.660000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2247 6 0.090000 0.660000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2248 6 0.095000 0.660000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2249 6 0.100000 0.660000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2250 6 0.105000 0.660000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2251 6 0.110000 0.660000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2252 6 0.115000 0.660000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2253 6 0.120000 0.660000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2254 6 0.125000 0.660000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2255 6 0.130000 0.660000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2256 6 0.075000 0.655000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2257 6 0.080000 0.655000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2258 6 0.085000 0.655000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2259 6 0.090000 0.655000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2260 6 0.095000 0.655000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2261 6 0.100000 0.655000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2262 6 0.105000 0.655000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2263 6 0.110000 0.655000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2264 6 0.115000 0.655000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2265 6 0.120000 0.655000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2266 6 0.125000 0.655000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2267 6 0.130000 0.655000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2268 6 0.075000 0.650000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2269 6 0.080000 0.650000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2270 6 0.085000 0.650000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2271 6 0.090000 0.650000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2272 6 0.095000 0.650000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2273 6 0.100000 0.650000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2274 6 0.105000 0.650000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2275 6 0.110000 0.650000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2276 6 0.115000 0.650000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2277 6 0.120000 0.650000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2278 6 0.125000 0.650000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2279 6 0.130000 0.650000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2280 6 0.075000 0.645000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2281 6 0.080000 0.645000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2282 6 0.085000 0.645000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2283 6 0.090000 0.645000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2284 6 0.095000 0.645000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2285 6 0.100000 0.645000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2286 6 0.105000 0.645000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2287 6 0.110000 0.645000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2288 6 0.115000 0.645000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2289 6 0.120000 0.645000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2290 6 0.125000 0.645000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2291 6 0.130000 0.645000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2292 6 0.075000 0.640000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2293 6 0.080000 0.640000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2294 6 0.085000 0.640000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2295 6 0.090000 0.640000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2296 6 0.095000 0.640000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2297 6 0.100000 0.640000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2298 6 0.105000 0.640000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2299 6 0.110000 0.640000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2300 6 0.115000 0.640000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2301 6 0.120000 0.640000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2302 6 0.125000 0.640000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2303 6 0.130000 0.640000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2304 6 0.075000 0.635000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2305 6 0.080000 0.635000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2306 6 0.085000 0.635000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2307 6 0.090000 0.635000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2308 6 0.095000 0.635000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2309 6 0.100000 0.635000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2310 6 0.105000 0.635000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2311 6 0.110000 0.635000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2312 6 0.115000 0.635000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2313 6 0.120000 0.635000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2314 6 0.125000 0.635000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2315 6 0.130000 0.635000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2316 6 0.075000 0.630000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2317 6 0.080000 0.630000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2318 6 0.085000 0.630000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2319 6 0.090000 0.630000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2320 6 0.095000 0.630000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2321 6 0.100000 0.630000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2322 6 0.105000 0.630000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2323 6 0.110000 0.630000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2324 6 0.115000 0.630000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2325 6 0.120000 0.630000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2326 6 0.125000 0.630000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2327 6 0.130000 0.630000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2328 6 0.075000 0.625000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2329 6 0.080000 0.625000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2330 6 0.085000 0.625000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2331 6 0.090000 0.625000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2332 6 0.095000 0.625000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2333 6 0.100000 0.625000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2334 6 0.105000 0.625000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2335 6 0.110000 0.625000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2336 6 0.115000 0.625000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2337 6 0.120000 0.625000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2338 6 0.125000 0.625000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2339 6 0.130000 0.625000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2340 6 0.075000 0.620000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2341 6 0.080000 0.620000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2342 6 0.085000 0.620000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2343 6 0.090000 0.620000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2344 6 0.095000 0.620000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2345 6 0.100000 0.620000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2346 6 0.105000 0.620000 0.028000 
