#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2628 9 0.075000 0.500000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2629 9 0.080000 0.500000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2630 9 0.085000 0.500000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2631 9 0.090000 0.500000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2632 9 0.095000 0.500000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2633 9 0.100000 0.500000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2634 9 0.105000 0.500000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2635 9 0.110000 0.500000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2636 9 0.115000 0.500000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2637 9 0.120000 0.500000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2638 9 0.125000 0.500000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2639 9 0.130000 0.500000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2640 9 0.075000 0.495000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2641 9 0.080000 0.495000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2642 9 0.085000 0.495000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2643 9 0.090000 0.495000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2644 9 0.095000 0.495000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2645 9 0.100000 0.495000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2646 9 0.105000 0.495000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2647 9 0.110000 0.495000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2648 9 0.115000 0.495000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2649 9 0.120000 0.495000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2650 9 0.125000 0.495000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2651 9 0.130000 0.495000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2652 9 0.075000 0.490000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2653 9 0.080000 0.490000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2654 9 0.085000 0.490000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2655 9 0.090000 0.490000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2656 9 0.095000 0.490000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2657 9 0.100000 0.490000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2658 9 0.105000 0.490000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2659 9 0.110000 0.490000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2660 9 0.115000 0.490000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2661 9 0.120000 0.490000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2662 9 0.125000 0.490000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2663 9 0.130000 0.490000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2664 9 0.075000 0.485000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2665 9 0.080000 0.485000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2666 9 0.085000 0.485000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2667 9 0.090000 0.485000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2668 9 0.095000 0.485000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2669 9 0.100000 0.485000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2670 9 0.105000 0.485000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2671 9 0.110000 0.485000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2672 9 0.115000 0.485000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2673 9 0.120000 0.485000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2674 9 0.125000 0.485000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2675 9 0.130000 0.485000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2676 9 0.075000 0.480000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2677 9 0.080000 0.480000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2678 9 0.085000 0.480000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2679 9 0.090000 0.480000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2680 9 0.095000 0.480000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2681 9 0.100000 0.480000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2682 9 0.105000 0.480000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2683 9 0.110000 0.480000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2684 9 0.115000 0.480000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2685 9 0.120000 0.480000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2686 9 0.125000 0.480000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2687 9 0.130000 0.480000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2688 9 0.075000 0.475000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2689 9 0.080000 0.475000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2690 9 0.085000 0.475000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2691 9 0.090000 0.475000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2692 9 0.095000 0.475000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2693 9 0.100000 0.475000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2694 9 0.105000 0.475000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2695 9 0.110000 0.475000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2696 9 0.115000 0.475000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2697 9 0.120000 0.475000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2698 9 0.125000 0.475000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2699 9 0.130000 0.475000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2700 9 0.075000 0.470000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2701 9 0.080000 0.470000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2702 9 0.085000 0.470000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2703 9 0.090000 0.470000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2704 9 0.095000 0.470000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2705 9 0.100000 0.470000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2706 9 0.105000 0.470000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2707 9 0.110000 0.470000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2708 9 0.115000 0.470000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2709 9 0.120000 0.470000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2710 9 0.125000 0.470000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2711 9 0.130000 0.470000 0.007000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2712 9 0.075000 0.465000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2713 9 0.080000 0.465000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2714 9 0.085000 0.465000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2715 9 0.090000 0.465000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2716 9 0.095000 0.465000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2717 9 0.100000 0.465000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2718 9 0.105000 0.465000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2719 9 0.110000 0.465000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2720 9 0.115000 0.465000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2721 9 0.120000 0.465000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2722 9 0.125000 0.465000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2723 9 0.130000 0.465000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2724 9 0.075000 0.460000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2725 9 0.080000 0.460000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2726 9 0.085000 0.460000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2727 9 0.090000 0.460000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2728 9 0.095000 0.460000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2729 9 0.100000 0.460000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2730 9 0.105000 0.460000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2731 9 0.110000 0.460000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2732 9 0.115000 0.460000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2733 9 0.120000 0.460000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2734 9 0.125000 0.460000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2735 9 0.130000 0.460000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2736 9 0.075000 0.455000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2737 9 0.080000 0.455000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2738 9 0.085000 0.455000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2739 9 0.090000 0.455000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2740 9 0.095000 0.455000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2741 9 0.100000 0.455000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2742 9 0.105000 0.455000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2743 9 0.110000 0.455000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2744 9 0.115000 0.455000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2745 9 0.120000 0.455000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2746 9 0.125000 0.455000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2747 9 0.130000 0.455000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2748 9 0.075000 0.450000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2749 9 0.080000 0.450000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2750 9 0.085000 0.450000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2751 9 0.090000 0.450000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2752 9 0.095000 0.450000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2753 9 0.100000 0.450000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2754 9 0.105000 0.450000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2755 9 0.110000 0.450000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2756 9 0.115000 0.450000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2757 9 0.120000 0.450000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2758 9 0.125000 0.450000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2759 9 0.130000 0.450000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2760 9 0.075000 0.445000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2761 9 0.080000 0.445000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2762 9 0.085000 0.445000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2763 9 0.090000 0.445000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2764 9 0.095000 0.445000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2765 9 0.100000 0.445000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2766 9 0.105000 0.445000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2767 9 0.110000 0.445000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2768 9 0.115000 0.445000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2769 9 0.120000 0.445000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2770 9 0.125000 0.445000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2771 9 0.130000 0.445000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2772 9 0.075000 0.440000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2773 9 0.080000 0.440000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2774 9 0.085000 0.440000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2775 9 0.090000 0.440000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2776 9 0.095000 0.440000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2777 9 0.100000 0.440000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2778 9 0.105000 0.440000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2779 9 0.110000 0.440000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2780 9 0.115000 0.440000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2781 9 0.120000 0.440000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2782 9 0.125000 0.440000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2783 9 0.130000 0.440000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2784 9 0.075000 0.435000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2785 9 0.080000 0.435000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2786 9 0.085000 0.435000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2787 9 0.090000 0.435000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2788 9 0.095000 0.435000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2789 9 0.100000 0.435000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2790 9 0.105000 0.435000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2791 9 0.110000 0.435000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2792 9 0.115000 0.435000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2793 9 0.120000 0.435000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2794 9 0.125000 0.435000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2795 9 0.130000 0.435000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2796 9 0.075000 0.430000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2797 9 0.080000 0.430000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2798 9 0.085000 0.430000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2799 9 0.090000 0.430000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2800 9 0.095000 0.430000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2801 9 0.100000 0.430000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2802 9 0.105000 0.430000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2803 9 0.110000 0.430000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2804 9 0.115000 0.430000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2805 9 0.120000 0.430000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2806 9 0.125000 0.430000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2807 9 0.130000 0.430000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2808 9 0.075000 0.425000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2809 9 0.080000 0.425000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2810 9 0.085000 0.425000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2811 9 0.090000 0.425000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2812 9 0.095000 0.425000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2813 9 0.100000 0.425000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2814 9 0.105000 0.425000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2815 9 0.110000 0.425000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2816 9 0.115000 0.425000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2817 9 0.120000 0.425000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2818 9 0.125000 0.425000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2819 9 0.130000 0.425000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2820 9 0.075000 0.420000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2821 9 0.080000 0.420000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2822 9 0.085000 0.420000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2823 9 0.090000 0.420000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2824 9 0.095000 0.420000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2825 9 0.100000 0.420000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2826 9 0.105000 0.420000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2827 9 0.110000 0.420000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2828 9 0.115000 0.420000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2829 9 0.120000 0.420000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2830 9 0.125000 0.420000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2831 9 0.130000 0.420000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2832 9 0.075000 0.415000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2833 9 0.080000 0.415000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2834 9 0.085000 0.415000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2835 9 0.090000 0.415000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2836 9 0.095000 0.415000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2837 9 0.100000 0.415000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2838 9 0.105000 0.415000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2839 9 0.110000 0.415000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2840 9 0.115000 0.415000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2841 9 0.120000 0.415000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2842 9 0.125000 0.415000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2843 9 0.130000 0.415000 0.006000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2844 9 0.075000 0.410000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2845 9 0.080000 0.410000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2846 9 0.085000 0.410000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2847 9 0.090000 0.410000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2848 9 0.095000 0.410000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2849 9 0.100000 0.410000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2850 9 0.105000 0.410000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2851 9 0.110000 0.410000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2852 9 0.115000 0.410000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2853 9 0.120000 0.410000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2854 9 0.125000 0.410000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2855 9 0.130000 0.410000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2856 9 0.075000 0.405000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2857 9 0.080000 0.405000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2858 9 0.085000 0.405000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2859 9 0.090000 0.405000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2860 9 0.095000 0.405000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2861 9 0.100000 0.405000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2862 9 0.105000 0.405000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2863 9 0.110000 0.405000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2864 9 0.115000 0.405000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2865 9 0.120000 0.405000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2866 9 0.125000 0.405000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2867 9 0.130000 0.405000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2868 9 0.075000 0.400000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2869 9 0.080000 0.400000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2870 9 0.085000 0.400000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2871 9 0.090000 0.400000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2872 9 0.095000 0.400000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2873 9 0.100000 0.400000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2874 9 0.105000 0.400000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2875 9 0.110000 0.400000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2876 9 0.115000 0.400000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2877 9 0.120000 0.400000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2878 9 0.125000 0.400000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2879 9 0.130000 0.400000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2880 9 0.075000 0.395000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2881 9 0.080000 0.395000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2882 9 0.085000 0.395000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2883 9 0.090000 0.395000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2884 9 0.095000 0.395000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2885 9 0.100000 0.395000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2886 9 0.105000 0.395000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2887 9 0.110000 0.395000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2888 9 0.115000 0.395000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2889 9 0.120000 0.395000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2890 9 0.125000 0.395000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2891 9 0.130000 0.395000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2892 9 0.075000 0.390000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2893 9 0.080000 0.390000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2894 9 0.085000 0.390000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2895 9 0.090000 0.390000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2896 9 0.095000 0.390000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2897 9 0.100000 0.390000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2898 9 0.105000 0.390000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2899 9 0.110000 0.390000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2900 9 0.115000 0.390000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2901 9 0.120000 0.390000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2902 9 0.125000 0.390000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2903 9 0.130000 0.390000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2904 9 0.075000 0.385000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2905 9 0.080000 0.385000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2906 9 0.085000 0.385000 0.005000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2907 9 0.090000 0.385000 0.005000 
