#Event  L(segment)  X(mm)  Z(mm)  T(us) 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1521 9 0.120000 0.965000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1522 9 0.125000 0.965000 0.041000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1523 9 0.130000 0.965000 0.041000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1524 9 0.075000 0.960000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1525 9 0.080000 0.960000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1526 9 0.085000 0.960000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1527 9 0.090000 0.960000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1528 9 0.095000 0.960000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1529 9 0.100000 0.960000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1530 9 0.105000 0.960000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1531 9 0.110000 0.960000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1532 9 0.115000 0.960000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1533 9 0.120000 0.960000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1534 9 0.125000 0.960000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1535 9 0.130000 0.960000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1536 9 0.075000 0.955000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1537 9 0.080000 0.955000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1538 9 0.085000 0.955000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1539 9 0.090000 0.955000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1540 9 0.095000 0.955000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1541 9 0.100000 0.955000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1542 9 0.105000 0.955000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1543 9 0.110000 0.955000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1544 9 0.115000 0.955000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1545 9 0.120000 0.955000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1546 9 0.125000 0.955000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1547 9 0.130000 0.955000 0.040000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1548 9 0.075000 0.950000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1549 9 0.080000 0.950000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1550 9 0.085000 0.950000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1551 9 0.090000 0.950000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1552 9 0.095000 0.950000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1553 9 0.100000 0.950000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1554 9 0.105000 0.950000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1555 9 0.110000 0.950000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1556 9 0.115000 0.950000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1557 9 0.120000 0.950000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1558 9 0.125000 0.950000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1559 9 0.130000 0.950000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1560 9 0.075000 0.945000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1561 9 0.080000 0.945000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1562 9 0.085000 0.945000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1563 9 0.090000 0.945000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1564 9 0.095000 0.945000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1565 9 0.100000 0.945000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1566 9 0.105000 0.945000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1567 9 0.110000 0.945000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1568 9 0.115000 0.945000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1569 9 0.120000 0.945000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1570 9 0.125000 0.945000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1571 9 0.130000 0.945000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1572 9 0.075000 0.940000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1573 9 0.080000 0.940000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1574 9 0.085000 0.940000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1575 9 0.090000 0.940000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1576 9 0.095000 0.940000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1577 9 0.100000 0.940000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1578 9 0.105000 0.940000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1579 9 0.110000 0.940000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1580 9 0.115000 0.940000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1581 9 0.120000 0.940000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1582 9 0.125000 0.940000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1583 9 0.130000 0.940000 0.039000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1584 9 0.075000 0.935000 0.038000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1585 9 0.080000 0.935000 0.038000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1586 9 0.085000 0.935000 0.038000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1587 9 0.090000 0.935000 0.038000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1588 9 0.095000 0.935000 0.038000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1589 9 0.100000 0.935000 0.038000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1590 9 0.105000 0.935000 0.038000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1591 9 0.110000 0.935000 0.038000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1592 9 0.115000 0.935000 0.038000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1593 9 0.120000 0.935000 0.038000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1594 9 0.125000 0.935000 0.038000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1595 9 0.130000 0.935000 0.038000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1596 9 0.075000 0.930000 0.038000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1597 9 0.080000 0.930000 0.038000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1598 9 0.085000 0.930000 0.038000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1599 9 0.090000 0.930000 0.038000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1600 9 0.095000 0.930000 0.038000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1601 9 0.100000 0.930000 0.038000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1602 9 0.105000 0.930000 0.038000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1603 9 0.110000 0.930000 0.038000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1604 9 0.115000 0.930000 0.038000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1605 9 0.120000 0.930000 0.038000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1606 9 0.125000 0.930000 0.038000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1607 9 0.130000 0.930000 0.038000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1608 9 0.075000 0.925000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1609 9 0.080000 0.925000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1610 9 0.085000 0.925000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1611 9 0.090000 0.925000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1612 9 0.095000 0.925000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1613 9 0.100000 0.925000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1614 9 0.105000 0.925000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1615 9 0.110000 0.925000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1616 9 0.115000 0.925000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1617 9 0.120000 0.925000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1618 9 0.125000 0.925000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1619 9 0.130000 0.925000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1620 9 0.075000 0.920000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1621 9 0.080000 0.920000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1622 9 0.085000 0.920000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1623 9 0.090000 0.920000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1624 9 0.095000 0.920000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1625 9 0.100000 0.920000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1626 9 0.105000 0.920000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1627 9 0.110000 0.920000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1628 9 0.115000 0.920000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1629 9 0.120000 0.920000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1630 9 0.125000 0.920000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1631 9 0.130000 0.920000 0.037000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1632 9 0.075000 0.915000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1633 9 0.080000 0.915000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1634 9 0.085000 0.915000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1635 9 0.090000 0.915000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1636 9 0.095000 0.915000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1637 9 0.100000 0.915000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1638 9 0.105000 0.915000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1639 9 0.110000 0.915000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1640 9 0.115000 0.915000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1641 9 0.120000 0.915000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1642 9 0.125000 0.915000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1643 9 0.130000 0.915000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1644 9 0.075000 0.910000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1645 9 0.080000 0.910000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1646 9 0.085000 0.910000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1647 9 0.090000 0.910000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1648 9 0.095000 0.910000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1649 9 0.100000 0.910000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1650 9 0.105000 0.910000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1651 9 0.110000 0.910000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1652 9 0.115000 0.910000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1653 9 0.120000 0.910000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1654 9 0.125000 0.910000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1655 9 0.130000 0.910000 0.036000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1656 9 0.075000 0.905000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1657 9 0.080000 0.905000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1658 9 0.085000 0.905000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1659 9 0.090000 0.905000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1660 9 0.095000 0.905000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1661 9 0.100000 0.905000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1662 9 0.105000 0.905000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1663 9 0.110000 0.905000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1664 9 0.115000 0.905000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1665 9 0.120000 0.905000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1666 9 0.125000 0.905000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1667 9 0.130000 0.905000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1668 9 0.075000 0.900000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1669 9 0.080000 0.900000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1670 9 0.085000 0.900000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1671 9 0.090000 0.900000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1672 9 0.095000 0.900000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1673 9 0.100000 0.900000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1674 9 0.105000 0.900000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1675 9 0.110000 0.900000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1676 9 0.115000 0.900000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1677 9 0.120000 0.900000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1678 9 0.125000 0.900000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1679 9 0.130000 0.900000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1680 9 0.075000 0.895000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1681 9 0.080000 0.895000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1682 9 0.085000 0.895000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1683 9 0.090000 0.895000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1684 9 0.095000 0.895000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1685 9 0.100000 0.895000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1686 9 0.105000 0.895000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1687 9 0.110000 0.895000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1688 9 0.115000 0.895000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1689 9 0.120000 0.895000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1690 9 0.125000 0.895000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1691 9 0.130000 0.895000 0.035000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1692 9 0.075000 0.890000 0.034000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1693 9 0.080000 0.890000 0.034000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1694 9 0.085000 0.890000 0.034000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1695 9 0.090000 0.890000 0.034000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1696 9 0.095000 0.890000 0.034000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1697 9 0.100000 0.890000 0.034000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1698 9 0.105000 0.890000 0.034000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1699 9 0.110000 0.890000 0.034000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1700 9 0.115000 0.890000 0.034000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1701 9 0.120000 0.890000 0.034000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1702 9 0.125000 0.890000 0.034000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1703 9 0.130000 0.890000 0.034000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1704 9 0.075000 0.885000 0.034000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1705 9 0.080000 0.885000 0.034000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1706 9 0.085000 0.885000 0.034000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1707 9 0.090000 0.885000 0.034000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1708 9 0.095000 0.885000 0.034000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1709 9 0.100000 0.885000 0.034000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1710 9 0.105000 0.885000 0.034000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1711 9 0.110000 0.885000 0.034000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1712 9 0.115000 0.885000 0.034000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1713 9 0.120000 0.885000 0.034000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1714 9 0.125000 0.885000 0.034000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1715 9 0.130000 0.885000 0.034000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1716 9 0.075000 0.880000 0.033000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1717 9 0.080000 0.880000 0.033000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1718 9 0.085000 0.880000 0.033000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1719 9 0.090000 0.880000 0.033000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1720 9 0.095000 0.880000 0.033000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1721 9 0.100000 0.880000 0.033000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1722 9 0.105000 0.880000 0.033000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1723 9 0.110000 0.880000 0.033000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1724 9 0.115000 0.880000 0.033000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1725 9 0.120000 0.880000 0.033000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1726 9 0.125000 0.880000 0.033000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1727 9 0.130000 0.880000 0.033000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1728 9 0.075000 0.875000 0.033000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1729 9 0.080000 0.875000 0.033000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1730 9 0.085000 0.875000 0.033000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1731 9 0.090000 0.875000 0.033000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1732 9 0.095000 0.875000 0.033000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1733 9 0.100000 0.875000 0.033000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1734 9 0.105000 0.875000 0.033000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1735 9 0.110000 0.875000 0.033000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1736 9 0.115000 0.875000 0.033000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1737 9 0.120000 0.875000 0.033000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1738 9 0.125000 0.875000 0.033000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1739 9 0.130000 0.875000 0.033000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1740 9 0.075000 0.870000 0.032000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1741 9 0.080000 0.870000 0.032000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1742 9 0.085000 0.870000 0.032000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1743 9 0.090000 0.870000 0.032000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1744 9 0.095000 0.870000 0.032000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1745 9 0.100000 0.870000 0.032000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1746 9 0.105000 0.870000 0.032000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1747 9 0.110000 0.870000 0.032000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1748 9 0.115000 0.870000 0.032000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1749 9 0.120000 0.870000 0.032000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1750 9 0.125000 0.870000 0.032000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1751 9 0.130000 0.870000 0.032000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1752 9 0.075000 0.865000 0.032000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1753 9 0.080000 0.865000 0.032000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1754 9 0.085000 0.865000 0.032000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1755 9 0.090000 0.865000 0.032000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1756 9 0.095000 0.865000 0.032000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1757 9 0.100000 0.865000 0.032000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1758 9 0.105000 0.865000 0.032000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1759 9 0.110000 0.865000 0.032000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1760 9 0.115000 0.865000 0.032000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1761 9 0.120000 0.865000 0.032000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1762 9 0.125000 0.865000 0.032000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1763 9 0.130000 0.865000 0.032000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1764 9 0.075000 0.860000 0.032000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1765 9 0.080000 0.860000 0.032000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1766 9 0.085000 0.860000 0.032000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1767 9 0.090000 0.860000 0.032000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1768 9 0.095000 0.860000 0.032000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1769 9 0.100000 0.860000 0.032000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1770 9 0.105000 0.860000 0.032000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1771 9 0.110000 0.860000 0.032000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1772 9 0.115000 0.860000 0.032000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1773 9 0.120000 0.860000 0.032000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1774 9 0.125000 0.860000 0.032000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1775 9 0.130000 0.860000 0.032000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1776 9 0.075000 0.855000 0.031000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1777 9 0.080000 0.855000 0.031000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1778 9 0.085000 0.855000 0.031000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1779 9 0.090000 0.855000 0.031000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1780 9 0.095000 0.855000 0.031000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1781 9 0.100000 0.855000 0.031000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1782 9 0.105000 0.855000 0.031000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1783 9 0.110000 0.855000 0.031000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1784 9 0.115000 0.855000 0.031000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1785 9 0.120000 0.855000 0.031000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1786 9 0.125000 0.855000 0.031000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1787 9 0.130000 0.855000 0.031000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1788 9 0.075000 0.850000 0.031000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1789 9 0.080000 0.850000 0.031000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1790 9 0.085000 0.850000 0.031000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1791 9 0.090000 0.850000 0.031000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1792 9 0.095000 0.850000 0.031000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1793 9 0.100000 0.850000 0.031000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1794 9 0.105000 0.850000 0.031000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1795 9 0.110000 0.850000 0.031000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1796 9 0.115000 0.850000 0.031000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1797 9 0.120000 0.850000 0.031000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1798 9 0.125000 0.850000 0.031000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1799 9 0.130000 0.850000 0.031000 
